review,general
semua kecuali bersih kamar mandi engga banget pintu kamar mandi udh tutup rapet aja keluar air kamar alhasil banjir,neut
tempat sempurna pas depan pantai losari sayang acnya kurang dingin padahal sdh lapor tetep bisa dingin,neg
air panas mandi padahal fasilitas ada,neg
lain udah tapi sayang wifi kamar lt saya inap ga connect,neut
baik selalu kembalicuma baik wifi hot waternya utk kamar tentu,pos
ac nya aga bau,neut
saja air showernyangk panasdingin,neg
sprei kotor lantai kamar kotor kamar bau rokok,neut
wifi emang jgn buat lt ribut mungkin ada keluarga apa kmar gede,neg
nyaman bersih tv aja kurang bagus ga yg tonton dgn jelas ac dingin,neg
sory kamar hotel sesuai dg tagline airy murah iya jauh layak huni kamar pengap sprei lantai kotor handuk keset ac berisik tidak dingin kamar mandi tidak gantung baju pintu kamar susah kunci tidak ada tempat sampah saat lagi renovasi jalan lobi kamar penuh pasir,neg
ramah staf hotel tingkat,neg
ac kurang dingin beberapa lampu yg nyala,neg
ada air panas gantung baju dalam wc seprei nya kotor walaupun sedikit tp itu semua baik,neg
sedia air panas,neg
jorok selimut sprei bau kamar sembab,neut
tlg tingkat lgi siah trutama spray n handuk,neg
bagus wih lokasi oke banget deket ga terlalu berisik kamar luas tapi ac ga dingin,pos
staff ramah layan banyak kurang selimut kasur tidak ganti lupa ksh handuk keset hari pertama gak snack hari turut,neg
wifi tak fungsi handuk jorok jendela pakai kaca blur gak lihat luar ya lumayan lah kamar mandi nyaman air hangat kru sangat ramah responsip makasih anyway,pos
sprei kusam udah lama cat tembok kamar mandi udah lepas lepas,neut
kamar bagus layan senang,neg
lingkung asri bangun bagus bersih seprai bantal perhati thx,neg
tempat sangat nyamanhanya panas air kurang panas,neg
spray nya kurang bersih,neg
ac nya mati kaga dingin,neut
tempat kurang bersih bising dengar suara luar kamar air kamar mandi yg panas sering macet,neg
lampu kamar terlalu redup lampu kamar mandi salah satu mati tdk alat mandi ac tdk fungsi normal asa acnya udah kecil air panas kadang di guna kadang,neg
kamar kurang bersih air susahair panas tdk,neg
jauh dr ekspektasi untung inap diskon dr airy jd ga trlalu rugi lantai kelupas seprei sprti tdk cuci selimut seprei sgt tipis remot ac tdk fungsi bahkan handuk sj hrs minta trlbh snack hnya air mineral sbtulnya klpn ada sy jrg makan tp bukankh sdh standard dr airy tdk saran jk hrga normal,neg
lah dijdikan pilih tpi hot showernya gk kamar laen kli yaak,neg
ada air panas,neut
tempat takut bangun lama air panas nyala snack ada,neg
kurang bersih banyak serangga,neg
sarap perlu ganti prasmanan wifi nya aktif tempat tenang jauh ramai kota,neut
tv nya kurang fungsi cari chanel tv lokal susah jarang sinyal,neg
semua baik pasang tv posisi gak tepat masak tv depan lemari,pos
bagus sangat layak di crooscek nyata kamar layak restroom nya jorok bed nya layak moga pihak airyrooms tinjau bagai guna setia airyrooms sangat kecewa layan ini kes kostan jauh kata layak terima kasih,neg
kamar mandi kurang bersih ngak wang mohon tingkat,neg
alamat g ktemu tlp g direspon rugi,neut
linen nya asa gatal mungkin kurang bersih waktu cuci,neg
baik agak kotormohon tingkat bersih kamar kamar mandi,neg
alam senang agak ganggu asap rokok kamar belah huni selalu rokok depan kamar,neg
kmr sie tp g ad air panas toilet ny g ad tutup ny,neut
layan bagus bersih kamar nya kurang utama bagi kamar mandi,neg
seprai bed nya mungkin di baik terimakasih,neg
ke kali pesan kamar airy selalu puas pelayananya oke snack bathroom set tp utk yg skg sedikit kecewa dgn toilet toilet bau sehingga menggaggu utk apalagi pas pagi bau bgt jd bangun tidur ga nyaman gitu kl bs mnt tlg d baik pihak hotel mgkin yg sumbat terima kasih,neg
layan lama not such a nice service and place so worth the price,neut
kamar mandi nya sedikit bau lebih muas,neut
wifi nya kurang muas,neg
kamar bersih lumayan bgt buat harga segitufasilitas oc cma tayang salur tvnya gak semua bersih lampu x mati tp tangan sipp la ribut jga suara dr luar dengar kamar,neut
rumah scary gitu trs yg bocor dikit netes lantai trs bau nya lembab sekali nyaman sih over all air nya panas kurang showernya bocor,neg
beri snack lengkap kamar mandi,neg
kamar cukup bersih sayang sesuai ekpetasi yg digbrtlp kamar mati nyamuk ac dingin ada paket bathroom biasa standar airy,neg
kamar nyaman bersih kamar mandi nya bau nya kurang sedap sangat ganggu juga kasur bikin gatal gatal sarap pagi standar,neg
pas betul waktu nginap pas lg acara wisuda beberapa universitas jadi full trus yg sayang utk makan pagi pegawai blm datang jd kalo yg pagi banget ngak makan jdnya,neg
jauh baik antar bandara gratis mungkin wifinya baik saya berapa kali coba connect selalu gagal dapat ip over all staff semua sangat baik sopan benar ramah,neg
dpt kamar yg acnya gak dingin samasekali gagal utk sabar akhir pindah kamar saat jam dini hari kondisi bdn yg letih krn jalan mudik via darat tambah lelah krn kondisi kmr yg baru acnya tdk bilang dingin tdk nyaman sama sekali tambah tdk minta maaf staff hotel kapok jg dgn airy,pos
karyawan nya kurang faham hospitality tdk ramah baik security atau houskeepingnya tdk ramah m,neg
wifi nya nda aktif,neut
udah cape bandung pingin istrahatudah dpt kamareh ac rusak malah kipas angin dapat pot rbtrakhr bangun tdr masuk angin tempat bagus gitu kalau soal layan di tingkat lagidan kurang ramah,neg
karyawan kurang ramah kurang baik,neg
sangat kecewa jd inap sana karena mau check in tugas ada tunggu lama hampir jam ada jelas coba hubung ulang br tanggap dapat no kamar lewat tlfn dgn ambil kunci sendiri belakang pintu kami buka kamar tidak layak pakai,neg
nyesel nginep sini order lewat airyroom ngak fasilitas airyroom sama sekali ngecewain banget cekin harus nunggu menit parkir sempit cs jutek ngecewain lah inti,neut
aroma ruang kurang sedap overall kurang bersih aja kayak,neg
seprai mohon perhati lg kotor,neut
kamar kurang bersih utama kamar mandi,neg
ac bocor anduk sprey lusuh,neut
kurang ramah datang kondisi kamar siap guna ac masalah,neg
kamar baik biasa toilet perlu bersih baik,pos
hotel muas bangun awat dapat sunrise meal kasur tween di jadi satu jadi double dapat lengkap mandisabun sikat gigi shampo ac fungsi baik ada bantal kecil airy tidak ada sponsor airy satu kamar bau bed kotor selang toilet tidak layak pakai,neg
check in check out mudahair hangat meski tak lancarada dispenser tiap lantaiparkir luaskamar tak luas gambarada mejatak lemarisaluran tv tak jelaslift perbaikankamar mandi perlu tingkat bersih,neg
bersih nya perlu tingkat kan lg,neg
kamar mandi keran tempat handuk karat overall okay bfast ayam pedas sangat enak sayang tadi sisa sedikit,neut
layan tamu mohon maksimal,neut
sesuai ekspektasi kamar sempit kotor almari baju ada kamar mandi kotor air kecil air panas mati satpam ramah nb perlu baik fasilitas,neg
benar seluruh kamar bersih rapi nyaman cuman yg bikin kecewa waktu tdr selimut tungau nya kutu busuk jadi tidur pulas harus garuk kaki,neg
kamar kotor bau rokok kuat sarap layan istimewa,neut
hot shower bisa lebih baik,neg
lumayan buat budged rendah acnya kadang sejuk jadi kurang nyaman waktu istirahat terima kasih,neg
kamar mandi nya kurang bersih air asin,neg
layan baik saja kamar mandi kotor banyak kecoa lokasi dekat malioboro saja bisa lalu roda bisa roda overall good,neg
bersihnyaman asri cuma syg prnh air mati tengah hari lokasi bkn d jalan utama,pos
selimutsprey kurang bersih,neg
tempat tidur nya besar selimut dekil kumal pas mau check out mau mandi eh air panas gak pesan nasi putih tekstur kayak beras subsidi pecah cenderung keras,neut
handuk gak kasih air hangat gak jalan di tingkat kan layan fasilitas nya,neg
ac nya susah nyalain,neut
relokasi hotel dengan alas error system jadi over booking fasilitas hotel ganti bawah hotel dibooking awal moga ulang,neg
ac panas front office kurang ramah,neg
kamar bersih,neg
all is oke untul bathroom bau mungkin salur air coba checklagi bau tak sedap di kurang thanks,neg
kamar sesuai dgn foto sangat sempit ac bunyi berisik sekali,neg
ac jalan kamar sesuai gambar,neg
lokasi strategis dekat mall ac dingin layan tp toilet bau remote tv tdk fungsi dgn baik,pos
kamar bau shower bagus pertama kali nginap sana suasana kamar enak pas dua kali inap sana suasana kamar enak apa mungkin karna ambil potong diskon makanya dapat kamar yg bagus,neg
resepsionis ramah acnya kurang dingin,neg
kamar bau rokokperlu ventilasilokasi dekat kantor imigrasi sangat strategisair hangat stabilwc bersihac normalpelayanan ramahlokasi hotel sulit temu lokasi hotel jorok kedalamlift jalan normalterima kasih,neut
bangun koskosan kamar bersih kamar mandi kotor suasana sepi enak buat istirahat sulit mau,neut
cukup oke pelayanannyacuma handuk kurang bersih terima kasih,neg
wifi sedang ganggu sinyal data sana jelek,neg
kamar luas tempat strategis belah lippo parkir enak saja sprei bau kloset mampet service bagus lift,pos
hotel bersih makan enak layan ramah baik cuma harus baik atap bekas bocor kamar lihat kotor dwi bidyawati desember,pos
tempat nyaman kurang salur kamar mandi yg keluar bau kurang sedap,neg
sy sdh beberapa kali guna airy tap kamar hotel sangat jauh ekspektasi sangat sesuai deskripsi gambar applikasi airy bhkan aksesoris airynya ada ada air hangat kamar apek kotor handuk lebih mirip bathmatjadi worry jg airy,neg
inap kurang urus mesin air panas mati selokan air kamar mandi macet remot ac eror gak dingin remot tv jg eror channel tv aja pertama kali pesan airy kesan sesal padahal sudah baik aja,neg
ac g berapa dingin air buang mandi belum lancar pasta gigi kering jd g bs pakai so farnyaman banget layan okkamar bersihcomfortable banget,pos
layan bagus suasa jg nyaman saja pas pertama masuk kamar bau kamper krasa bgt,pos
ac nya rusak fungsi mohon baik inap kamar k l,neg
cuma kasur aja di sih tidur nyaman gatal over all sih oke,neg
fasilitas sesuaitidak ad air panas,neg
dapat airy bathshower kit until i ask room not cleaned up until i ask,neg
ruang kurang kedap suara berisik luar dengar sangat jelas dalam kamar toilet bau,neg
jam check in terlalu ketat kamar yg sedia banyak nodabercak staff kurang ramah,neg
ada jaring kamarwifi telefon rusak jadi bisa pesan makan bawah resepsionis nya oke cepat ramah,neg
lumayan bantal airy nya sedikit kotor,neut
tempat bgt pas dapet ujung kok kamar gak luas gambar yagak sofa tp bagus lhakapan kapan mau sini lg ooo iya air panas kadang kluar kadang ndak aneh,pos
cukup memuaskanhanya tv yg kecewa,neut
ac dingin lembab kecoak,neg
kamar mandi sempit bau pesing,neut
tugas ramah banget lengkap kurang air panas makan kompliment tidak ada,neg
selimut kotor hot shower matirusak fasilitas kamar mandi tidak baik pipa bawah wastafel bocor,neg
alamat hotel sulit temu waze tdk deteksi ac dingin jendela rusak layan nya ramah ganteng,neg
box snack airy ada lengkap mandi ada,neg
ac panas harus buka jendela,neut
kran kamar mandi matipintu kamar mandi bisa dikunciac panasno wifi handuk cuma kasih pdhal tamu nya,neg
handuk bedcover dekil lebih muas sesuai dg harga,neut
ace nya cuma ga dingin,neut
ga tissue wifi minta dulu tengah malam bangun karna token listrik kamar habis harus beri tau dulu baru nyadar ga cermin,neut
sarung bantal bau,neut
resepsionis ny parah jam mlm blm tidur wifi sm tv kabel dimatiin jadi cuma nonton semut nyari semut kamarmana pintu keluar kunci jd gk cari makan sen gofoodtp parah soal tp sm wifi,neg
baik puas masih kurang waktu boking airy rooms pilih bad tp saya cek in kasih bad mohon di tingkat terimah kasih airy rooma,neg
terlalu debu kurang tarik,neg
ngecewain banget layan,neut
ruang bau asap rokok selimut banyak rambut rambut tempel air panas nyala namu,neg
kurang bersih ajatp seluruh lumayan lah,neg
maaf toilet bau kamar di semprot harum bantal airy banyak bercak putih,neg
wifi buruk signal telpon lt hilang breakfast terlalu siang shg mau check out puku,neg
parkir sempit wifi lot jaring gada sinyal breakfast cuma opsi mie goreng nasi goreng itu udah bungkus pake wadah kecil dingin anyep rasa,neg
tempat enak sayang pegawai laku sikap baik sopanpada breakfast,neg
kamar superior double nya tdk sesuai gambar hot shower nya tdk tks,neut
layan pegawai kurang ramah suasana terlalu berisik,neg
murah nyaman tp toilet sedikit kotor,pos
nyaman cuma sayang ac nya bocor parah,pos
snaknya sedia,neut
overall oke ac kurang dingin banyak cat sudab lapuk perlu cat ulang pegawai ramah deket mana,neg
luas kamar tera m nyata gk sampe ac kurang dingin subuh bangun gerah,neg
layan kurang ramah kamar mandi pengap bau tembok lembap korden sobek tempat tidur bunyi chanel salur tv gambar jelas,neg
paling tonjol sini wifi yang super duper ngebut lancar jaya bed empuk sprei bersih handuk wangi tempat bersih toilet sedikit kotor jadi masalah salur telivisi sedikit acnya tidak asa nilai ptibadi saya,neg
handuk kurang sprei selimut kurang bersih lebih layan baik harga murah,neg
layan kurang ramah utk apa mngkin krn prohram airy,neg
pintu toilet rusak layan karyawan kurang ramah,neg
layan chek in lama sistem resepsionis manual kamar jelek lantai rusak kotor kamar mandi jelek,neg
handuk selalu bau,neut
kamar cat ulang kalau perlu dekor ulang biar lihat hidup cerminny jangan cermin angker donk gabisa ngaca ac nya dibenerin donk biar ga mati sendiri serangga basmi tp tugas staff ramah maksimal lokasi hotel dket pvj banget lokasi bagus sayang kalau tdk maksimal trims,neg
kamar ac gak dingin air mandi kecil,neut
kamar mandi kotor bau ada air panas,neg
air macet jam jam penting terang fasilitas air hangat tentu jam kan jam air hangat fungsi apa mandi air hangat pagi hari justru penting malam bagaimana orang aktifitas malam baru man,neg
oke tapi ac nya berisik banget dah,neut
gak air panas sempit pokok biasa bangett,neut
kamar mandi kotor layan sangat baik staf ramah sama sekali nyaman,neg
bagus kalo kamar basement beri kuat sinyal wifi tambah,pos
keran mandi air gak ngalir keran wastafel air gak deras bed sangat kecil uk cm masuk kamar lantai sinyal hilang total,neut
sebenernya senang pandang indah tetaoi kurang awat waktu datang lantai tuju kamar sangat kotor benah lebih awat padahal sangat senang bersih kurang kamar mandi kamar kran westafer nyala harap baik fasilitas terimakasih,neg
jorok sekali,neut
jauh sudah cukup baik tempat fasilitas kurang snack minum,neg
air panas kamar mandi bisa guna air tandon kloset bisa guna siram kloset cara manual pintu kamar mandi bisa tutup rapat kamar mandi kurang bersih,neg
kualitas wifi sangat buruk sekali bahkan kadang mati kali kali inap sini kualitas wifi tetap begitu bahkan makin parah perhati,neg
kali kesini ac aja ngga berapa dingin alat mandi cuman sabun ngga shampo air panashangat ngga fungsi,neut
ac kurang dingin handuk kecil minum sama cemilan ngga baru,neg
paling kesan suasana elegant kamar trsebt buat nyaman untk bermlam harus baik ada ac karna jadi bocor air ac kamar saya tempat,pos
satpam ramah sigap wifinya kenceng snack airy set tambah coklat silverqueen tp receptionisnya ga ramah payah banget kayak keteter gitu kerja super manual tampil kayak emakemak habis beberes rumah hari,neut
bersih kamar yg nyaman to kurang wifi yg bisa connect,neg
linen seprei handuk kotor kusam kamar mandi lembab bau perlu tambah wangi ruang,neut
puas dgn layan ramah staff cocok backpacker dgn harga yg relatif jangkau tp air bau harap tindak lanjut air mandi flush toilet terima kasih,neg
bersih kurang kamar ada bau pengap kamar mandi jg agak bau lebih deket dgn sentra kuliner,neg
air panas lama banget baru panas yg kamar,neut
kamar lembab ada hot water handuk kasur kurang nyaman,neg
kamar nyaman ac dingin layan nya jg baik tpiiiii klu bs sprei nya ganti gatal sih,pos
ac lantai bawah nyala paksa pindah lantai nyala sih tp begitu dingin,neg
cukup nyaman utk keluarga sangat strategis dgn objek wisata bersih perlu tingkat kamar yg sy tempat sedikit aroma sedap dri kamar mandi,neg
kmr bgus cma wifi jelek trus gak tempat sampah dan yg jga orngnya kurang loyal sma layan tamu kurang bgus terlalu cuek,neg
waktu acara hotel dekat bandara jadi pilih airy kubu anyar tempat stay malam karna strategis tempat waktu dapat kamar deluxe karna full jadi saya dapetnya standard room lantai deluxe room lantai sarung bantal mungkin di beli baru seperti lama sekali lihat ada bintik hitam kecil walaupun cuci bekas sikat gigi yang sedia walaupun bungkus plastik nyata sikat seperti sikat bekas pakai lihat ada rambut kecil tempel sikat sikat bruntusan jadi saya rasa nyaman semua staf receptionisnya ramah sigap bantu,neg
bauberisik bsa ganti type room tdk refund semua serba bisa lokasi rumah jauh dri tmpat mkan indomaret alfamart staf baik sih cuma semua tentu airy langsung akan nginap kesana,neg
kamar mandi kotor salur air sumbat jadi air ngenggenang luap kamar jadi bikin kamar banjir,neut
kamar mandi bisa tutup bau kurang enak handuk cuman selimut kecil lumayan lah,neg
bagus cuma wifi bisa kamar mandi sedikit kotor breakfastnya enak sekaliiiiii,neg
lokasi daerah komplek kalau untu kamar yg singel room mmg kecil area untu sholat kamar batas mungkin depan ganti spreinya soal noda yg kurang sedap pandang cara seluruh yg inap hari sangat cocok budget minimal itu air panas ada,neg
bersih kurang masuk banyak hewanya utama kamar mandi kemudian tempat sampah bom bersih tissue kamar mandi kotor bom ganti,neg
air panas nya nga,neut
bersih kamar hotel baik ac nya dingin tempat tidur selimut spreinya bersih nyaman kamar mandi krg bersih wastafel mampet untung air hangat buat mandi aman hotel bagus tempat parkir luas,pos
kendala check in harus tunggu kamar standard airy ada welcome snack jg kamar kamar lumayan nyaman backpacker transit,neg
bersih tiap kamar hotel perlu perhati lagikenyamanan kamar baguslayananmakanan tempat cukup muas,pos
wifi lantai sedang dlm perbaikanmohon cepat selesaiharapan ketika inap wifi sdah digunakanterimakasih,pos
kamar sempit ac dingin berisik,neg
sayang sekali ada sarap apa,neg
kecewa tidak cek in mlm dngan alas boking lewat jam padahal menu pilih awal tulis inap mlm,neg
ada wifi kamar ada air panas,neg
sayang tvnya banyak semut gak bsa tontonmohon baik hehe,pos
layan muas makan habis pas sahur kamar hari bersih receptionist sopan menjangkelkan,neg
sinyal paket appn ssah mohon pke wifi,neut
lumayan bagus cuma ada tempat sampah dalam kamar maupun kamar mandi air panas lama keluar kurang panas,neg
lokasi strategis dekat laundry indomaret tempat makan layan ramah cctv rental motor mobil kamar bersih cukup luas air panas ac tv wifi kurang wifi kamar kurang kencang jadi buka pintu duduk depan kamar tidak keset depan wc,neg
layan kurang baikmenginap malam cuma snackmineral sekaliharusnya x,neg
sesuai motto airy salur air buntu tv tabung kecil and bisa lihat kasur bersih jadi ruang tidak bersih,neg
jutek resepsionist nya lampu kamar mandi gelap air payau lift bau rokok over all kalau utk istirahat mayan lah,neut
wifi kurang joss,neg
kamar cukup luas staff ramah sarap enak meski macam air kamar mandi yg bau enak,neg
wifi suka ga nyampe kamar air kecil,neut
parkir mobil kurang luastidak snackperlengkapan mandi baru sedia ada komplain kamar mandi kurang bersih,neg
ac gk dingin sumpek toilet mampet,neg
sayang wifi gak bagus mesti keluar kamar,pos
siar tv nya tdk fungsi snack nya tdk,neut
proses cekin sangat lama staff bingung,neut
baikk tapi air panas perlu sangat baik,pos
kotor hotel kotor yg sy inap,neut
air hangat fungsi baikwifi nyambungcukup kotor sprei kasurnyaada sarang laba nya,pos
snack gratis ranjang nyaman lokasi tv strategis di belakang kasur,neg
kamar debu kamar mandi kurang bersih,neg
tempat nyamanenakair panas nya baikcuman wifi nya gak konek sama breakfast nya kurang rasa lebih over all deket sama tempat tuju alun sama jl braga tinggal jalan kakithks airy n raffleshom,neg
makan di variasi saja masakan terlalu sederhana tidak sesuai harga saya bayar inap sana terima kasih,neg
air panas nya buruk tiba alir air kecil terus ada lemari banyak semut kamar,neg
channel tvnya dikit banget gasampe buram semuaa,neut
kamar nya bagus banget nyaman cuman satu yg bikin kecewa gak suka orang yg nunggu cs nya alias layan nya gak ramah sama sekali cuman ngeliatin kaya org judes terus ketawa ketawa bikin tamu gak nyaman baik buat cs layan mbak mbak terimakasih,pos
sandal gak adagratis wifi kata nyata kasih passwordnya aneh,neg
wifi gakena sampe kamar,neut
tinggal tingkat ke ramah keyamanan buat tamu terima kasih,neg
lokasi sngt strategis sngt dekat dngan pusat prblanjaan kuliner facilities good tpi porses chek in nunggu lama krn kamar blm rapi blm siap unprofesional,neut
tempat tidur sangat keras bantal besar keras air panas fungsi ac kurang dingin biasa inap hotelkostpenginapan kerja sama dgn airy room selalu snack alat mandi kali tidak yang saya dapat,neg
kamar mandi kotor kasur jg bau apek makan enak,neg
shower zonk resepsionis wanita judes,neut
air hangat bathroom fungsi complain tidak solusi malam pagi mandi a,neg
kamar bersih sarap lumayan kelas sama harga layan hanya waktu cek in butuh waktu yg lama,neut
kaca kamar mandi kotor,neut
layan ramah ac dingin kesel nya reservasi tidak daftar hotel tsb tv hotel yg remotnya tak fungsi tambah jaga kantin tidak beri kembali tnpa bicara apa,neg
kamar nyaman sayang kamar mandi bau,pos
sukacukup nyaman lama mlm guesthouse service muas mau apa disiapkanair hangat pas bgt bagi depan yg balkon mungil yg perlu baik sinyal wifi aja kurang lancar kawasan otten pakai kartu sinyalg nya bgt tq iry,neg
ada sarapankamar sesuai ekspentasikamar mandi sangat buruk,neg
kamar mandi kurang bersih,neg
pertama datang serangga kasur ac tua jadi berisik layan staff bintang lima,neut
nyaman cmn kamar mandi lebih tingkat bersih,neg
kamar nya bersih tempat nya nyaman toilet nya lumayan bersih cuma kloset air nya rusak kendala kloset air panas di lantai trims airy,pos
sarap kurang variasi saya datang snack box kosong komplain resepsionis kata habis nunggu beli lho kuk sungguh kecewa,neg
nyaman dekat pusat kota cuman air panas water heater panas banget,pos
tv rusak internit yg bolong bau apek,neut
air panas kmr mandi nya tdk nyala nya,neut
kamar bersih nyaman toilet bersih hot shower ada sarap enak channel tv hampir semua bagus butuh baik antenasaluran,neg
ac nya ga dingin kamar sempit tp utk hrg segitu wajar sih,neut
kamar perlu bersih karen kematen wajtu malam bau asap roko lebih layan baik,pos
awal konfirmasi reservasi respon resepsionis gak ngenakin checkin nyata kulkas bisa guna kamar mandi bau tak harga ga bikin kantong cekak kamar luas better lahh,neut
wifi mati sarap kurang enak kamar mandi kotor bau sedap,neg
suasana menyenangkankamar mandi kotorlubang shower bumpet layan baikdi ujung lorong jendela bolong tdk kacanyajadi hampir aja anak terjun bebaskrn dpt kamar pas d ujungkasur bersihac lumayan sejukada kolam renang bersihlokasi mudah d jangkauhrga sesuai,neg
bau kamar mandi beli wangi ruang sendiri ada snackbites,neg
air panas kurang fungsi handuk lembab,neg
kamar kotor,neut
seluruh baik saja ac dingin air panas kurang asa,neg
lokasi gampang d temuin fasilitas sesuai harga channel tv nya moga d baik n d tambah seluruh,pos
kamar kotor banyak semut nyamukshower guna tv pajang salur sama sekalidikamar susah sinyal untuk operator apa sedia wifi tidak bisa connect tidak recomended,neg
sempat rasa kurang nyaman resepsionis sering banget ngetokin kamar,neg
lantai lembab,neut
kamar oke tpi acnya tlong lbih dprhatikan karna acnya kurang dingin,neg
layan ramah gampang temu lokasinyaa kamar kurang bersih kamar mandi dapat genang air licin,neg
tempat nya sangat bersih nyaman layan ramah saja air panas nya alir,neg
ac nya kurang dingin,neg
overall nyaman wifi kurang ke kamar juga menu sarap kurang variasi,neg
bersih selimut nya kurang nyaman jumpa byk semut d sisi kamar,neg
air shower nya lancar selimut apek wifi kenceng,neg
keren kamar bau,neut
cukup nyaman kamar besar ac kurang dingin enak cukup dekat tempat strategis,neg
tempat si strategis bnyak yg jual makan sekitar kamar sempit kamar mandi bau kran air karat semua air lancar hewan kamar mandi kecoak kelabang meski mati jadi kecewa muas,neg
dinding kamar baru cat jadi aroma cat sangat sengat saat stay sana tdk air panas pdhl info aplikasi,neut
ac nya parah berisik bersurara bikin gak tidur sama sekali lokasi nya susah minta ampun temu,neut
ruang harum bantal selimut bau segar gk cuci,neg
muas toilet kurang bersih bisa flush closetnya handuk satu hotel,neg
t nya oke n tenang sja kamar kotor tamu masuk kamar harap cek dlu,neut
ac dingin lengkap airy musti minta,neg
kamar bersih nyaman saja air panas fungsi saya inap mohon baik,neg
sandal wktu check in pas masuk kamar blm set airy blm ada snack nya overall its and nice place,neg
tempat bersih nyaman cuman wifi sangat sangat lot banget makasih,pos
baikcm sprei lihat tdk ganti,pos
layan baik cuma ac kurang dingin sma air gak da air panas,neg
kamar berisik jetpump ac fungsi dg baik udara pengap panas,neg
ada air hangat,neg
ada room service inap lebih malam wifi jaring koneksi internet kurang muas lowspeed,neg
kamar benar bagus bersih kurang sprey selimut warna kusam kotor sperti di ganti,neg
kamar bersih nyamannamun kurang sesuai tawar fasilitasnyaac matiwifi bisa conectdan kamar terlalu sempit,neg
overall sesuai hrg minta tlong bersih ditingkatkanutk kmr mandi khusus,neg
service really bad air tiba mati kamar g dbersihin breakfast still sayang layan nya not good,neut
layan kurang muas lampu suka mati air kadang ndak jalan channel tv sedikit,neg
sayang air panas ga terlalu panas jd kalau mandi dingin hhehe,neut
pelayananya kurang ramah fasilitas kamar mandi lengkap,neg
kamar panas hari pertama minta benar hari dua panas komplain resepsionis direspon tim maintenance malam air conditioner nyala paksa buka jndela,neg
kamar cukup luas sarung bantal kotor ruang bau ac fungsi baik de,pos
kali sebenernya nginap mandi kurang bersihtapi overall muas harga dankamarnyaterimakasih airy,neg
bagus showe air panas sedikit fungsi,neg
kamar bersih nyaman sarap minimal cuma menu air panas fungsi,neg
tempat bersih saja acnya kurang dingin,neg
kamar sangat bersih tlong siar tv nya baik krna sama skli gak bsa nonton gara chanel nya bnyk yg gak jelas trus tempat parkir msih kurng aman msih rasa was was mskpun cctv tp buat top bnget deh mksih atas playanan nya,pos
baik bagus kamar luas saja lantai kotor tugas yg layan check in kurang ramah,neg
cukup baik tugas cukup ramah perlu banyak benah utama dlm room servicenya tiap pagi baik sih kamar walaupun orang dalam kamar air minum bila tdk minta tdk beri dlm hari inap snack airy beri tiap hari bukan bersih kamar kurang baik nyaman sini nginap dgn harga murah,neg
ac ga dingin kamar kurang terang seperti kotor tp harga segitu masuk oke lokasi strategis waterheater,neg
murah sih jg coba coba bawa anak bahaya tangga tinggi kalau anak jatuh selesai dah game overacnya gak dinginfoto foto coba lebih real jd konsumen salah book lanjur bayar kesihankalau nginep sendiri is tapi gak kalau bareng keluarga,neg
nyaman sekali kamar luas pegawai ramah sayang air panas fungsi,neg
aja la wifi kaga,neut
alir air shower kecil ada air panas lantai minyak kamar mandi sempit,neg
lantai kamar sangat kotor tidak pel,neg
tv bersih dapat sarap pagi kamar kedap suara luar dengar,neg
warna seprai bersihdan lingkung kotor handuk hrs minta duluitupun kasih satupadahal orang layan kurang ramah,neg
ada snack airy room nya,neg
jaga ramah sigap masalah langsung tanggap kurang jaga selalu sedia tempat suasana kamar gelap bersih kurang,neg
lumayan recommended tiap hari kasih minum makan ringan x pas,neg
layan kurang ramah,neg
pesan kamar awal sesuai detail foto wifi ada sama sekali baik lobby maupun kamar,neg
tv kurg chanellnyabreakfast minim,neut
suka kamar bau rokok air minum panas luar lokasi strategis tp gak snack spt airy room tempat,neg
ac klo di ganti kmrn kurang dingin nga biasa,neg
kamar bersih nyaman saat check in lama kamar blm slsai sih,pos
kamar mandi kotor sungguh,neut
air panas nyala malem sy psn kamar kamar mandi satu kecoa seprei kotor bantal udh kotor banget butuh ganti waktu check out resepsionis angkat tlp kasih kunci gak ngmg apa masuk terimakasihselamat jalan yg,neg
kamar kurang bersih,neg
pro kamar luas dekat kuliner various range harga kambing bang moodywarung tegaldeket minimart kolam renang kalau punya waktu snack gratis cons bangun lama serasa film tahun an kotor but acceptable air minum luar kamar staf kurang profesional overall cost to value ratio okay banget,neg
kamar besar baru bersih hari ac tdk dingin tp ganti pihak homestay dgn kamar yg tdk lift wifi lambat breakfast cm kasih piring sesuai dgn harga,neut
kamar bersih rapi kamar mandi lumayan makan enak murah sayang wifinya lot thx,neut
kamar kotor debu banyak nyamuk toilet rusak layan ramah baik,pos
muas cuma air panas yg gak ngalir overall sesuai budgetnya,neut
kamar jarang dibersihin,neut
kotorseprei banyak nodanyahanduk jugakeliatam kamar jarang dibersihinreception cuma sendirijadi lama kalau minta alat mandilantai kotor,neut
sangat buruk sy dtg kesana mlm hari mala ky emis ga buka pintu tlp pihak mala gada,neg
nyaman enak tp wifi nya g lancar,pos
sayang cuma air panas nya,neg
kamar rapih lumayan bersih paling muas layan ramah handuk bersih wangi catat beberapa bantal lihat kotor yg bau sisa sangat murah jangkau sangat recomended org yg budgetnya batas,neg
bau kamar kurang wangi kalau beri harum ruang lebih baik,neg
